Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
1;0;1;0;0
0;0;0;0;0
1;0;0;1;0
2;0;0;2;0
0;0;0;0;0
1;0;0;1;0
8;0;0;8;0
28;0;2;25;1
77;4;12;57;4
67;2;3;59;3
318;9;56;243;10
517;11;99;396;11
535;5;94;430;6
633;12;127;488;6
653;189;66;373;25
679;38;116;523;2
657;69;69;517;2
664;119;102;436;7
666;106;166;392;2
492;70;111;310;1
