Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
1;0;0;1;0
1;0;0;1;0
4;0;0;4;0
7;0;1;6;0
2;0;0;2;0
9;0;1;8;0
9;0;1;8;0
25;1;2;22;0
55;0;10;45;0
157;4;25;126;2
235;17;44;165;9
313;10;64;229;10
407;14;50;338;5
409;86;25;285;13
393;64;44;281;4
403;61;44;295;3
354;37;54;261;2
410;71;41;294;4
149;21;28;99;1
