Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
1;0;1;0;0
0;0;0;0;0
2;0;0;2;0
4;0;2;2;0
5;0;0;5;0
4;0;0;4;0
6;0;0;6;0
29;0;2;27;0
160;1;21;138;0
189;2;28;158;1
260;5;62;189;4
363;13;91;255;4
399;6;84;303;6
435;66;79;267;23
441;70;28;332;11
440;55;14;365;6
399;132;42;210;15
93;6;16;71;0
