Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
1;0;0;1;0
0;0;0;0;0
0;0;0;0;0
2;0;0;2;0
6;0;1;5;0
0;0;0;0;0
3;0;0;3;0
14;0;3;11;0
21;0;3;18;0
44;3;6;35;0
83;4;18;59;2
145;8;30;105;2
205;11;36;156;2
324;72;73;175;4
417;131;55;200;31
427;147;38;223;19
429;117;39;262;11
448;78;78;280;12
434;75;65;292;2
435;63;73;289;10
403;92;75;231;5
263;36;67;159;1
