Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
1;0;0;1;0
1;0;0;1;0
1;0;0;1;0
1;0;0;1;0
0;0;0;0;0
6;0;1;5;0
24;1;2;21;0
35;0;7;28;0
58;0;12;46;0
132;4;27;99;2
221;12;43;159;7
315;98;41;155;21
301;114;20;114;53
322;146;20;139;17
353;134;22;185;12
362;84;30;241;7
365;104;26;224;11
372;51;52;263;6
359;30;48;280;1
106;9;18;78;1
