Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
11;0;1;10;0
15;0;2;13;0
5;0;0;5;0
6;0;0;6;0
7;0;0;7;0
25;1;4;20;0
157;1;34;121;1
192;6;33;153;0
210;8;36;157;9
287;14;55;206;12
227;91;6;96;34
240;114;5;106;15
248;121;6;116;5
263;116;3;136;8
257;122;3;125;7
288;79;39;165;5
100;11;24;65;0
