Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
2;0;0;2;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
2;0;0;2;0
5;1;1;3;0
18;0;2;16;0
49;6;4;36;3
71;10;6;52;3
45;4;5;35;1
121;3;18;99;1
197;5;42;144;6
216;4;48;160;4
291;14;73;201;3
285;46;28;198;13
259;91;7;151;10
297;70;18;204;5
288;46;31;204;7
305;19;42;244;0
68;6;16;46;0
