Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
43;0;16;26;1
192;0;36;156;0
184;0;40;144;0
77;0;9;68;0
77;0;10;67;0
121;2;15;104;0
152;3;20;110;19
124;3;25;62;34
164;3;24;107;30
270;10;53;187;20
263;55;21;174;13
248;107;7;117;17
261;99;1;154;7
261;100;4;152;5
286;85;2;197;2
278;105;6;164;3
276;98;9;165;4
