Total signals;High A, short T;Low A, long T;Low A, short T;High A, long T
3;0;1;2;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
1;0;0;1;0
2;0;0;2;0
4;0;0;4;0
3;1;0;2;0
9;0;3;6;0
32;0;6;26;0
74;4;14;49;7
175;7;32;112;24
308;29;61;197;21
421;32;75;304;10
457;30;71;344;12
476;95;56;288;37
516;81;69;349;17
496;99;50;331;16
424;102;53;258;11
21;4;1;16;0
